s1x,s1y,ax,ay,dt,s2x,s2y
8.482912082750599936e-01,1.454735381865317478e-01,-1.299511100836414856e+00,1.903716030758256572e+00,2.927108411806250698e-01,4.679102208256729067e-01,7.027118589188217079e-01
4.065103367481266439e-01,9.099589616622969501e-01,1.732161754558950051e+00,3.222351652027595215e-01,2.353164642447518329e-01,8.141165163309244113e-01,9.857862013931337763e-01
4.306688856820417577e-02,8.227062801815019366e-01,2.521948247550501065e+00,-1.357517996645029257e+00,1.845440461538748744e-01,5.084774223618476752e-01,5.721844163539259176e-01
4.153840373712246459e-01,8.298039852781027292e-01,-9.318915606838227284e-01,2.551297100859979849e+00,1.697740758385605786e-01,2.571730088743747755e-01,1.000000000000000000e+00
9.954560807291956692e-03,3.650461577582706507e-01,1.404339060578809750e+00,2.006932340543850835e+00,2.194087507749516996e-01,3.180788397533578227e-01,8.053846754868468905e-01
7.863003716563987666e-02,6.526145763366384411e-01,-2.877160209422243931e+00,2.915534592608270970e+00,2.055406088353111671e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.738490985995571947e-01,7.026520706597862986e-01,-2.730683723773128513e+00,-2.264882427250747288e+00,1.796607502652393107e-01,0.000000000000000000e+00,2.957415945173607619e-01
9.438014269420907931e-01,1.268171022612477605e-01,2.407038559708096770e+00,-3.561572249237991983e-01,2.807350419444462619e-01,1.000000000000000000e+00,2.683128878344741286e-02
8.647782954007741107e-01,5.946415160033846625e-02,-1.412848390441963087e+00,-1.858388439268292558e-01,1.051743473802907031e-01,7.161828879887465193e-01,3.991867247242650296e-02
3.807705083108894328e-01,4.297740611785766385e-01,2.844405888704999441e+00,-1.872463926155462088e+00,2.311143666324277368e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.888495468334642657e-01,9.764623219360445416e-01,-3.708028655809143537e-01,2.375461169115100191e+00,9.882418182276193896e-02,4.522052570248948355e-01,1.000000000000000000e+00
7.756911881018283550e-01,3.088573627192610083e-01,-6.500088764640832295e-01,-1.654671592192820340e+00,2.213018638075680555e-01,6.318430122488634115e-01,0.000000000000000000e+00
2.698367855008001470e-01,8.631202041893177856e-01,1.054144277756838832e+00,-1.530673806897155931e+00,2.853298328266030137e-01,5.706155960482791611e-01,4.263733027552922827e-01
8.813071727376898812e-01,5.107065055436452727e-01,2.208788253144713387e-01,2.472525549308199899e-01,2.701251022017692738e-01,9.409720879999682319e-01,5.774956272139816216e-01
3.442957309623252415e-01,9.949173481609178138e-01,4.312101906640704030e-01,6.794217844234196058e-01,1.893817794652292164e-01,4.259590841938276640e-01,1.000000000000000000e+00
3.159435453677001959e-01,1.827123789265624465e-01,-1.770992858027740535e+00,-2.334130191528608567e+00,2.332206626688907991e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800981213040697249e-01,8.123353981112539923e-01,5.145229172055771905e-01,-1.207413722993957439e+00,1.032105899036853541e-01,9.332023351078223561e-01,6.877175155032426712e-01
6.678894055713512357e-01,9.584136317779519132e-01,6.714864004172396150e-01,2.090576521795215470e+00,2.403243373042489028e-01,8.292639297604398330e-01,1.000000000000000000e+00
9.257145772144187434e-01,7.482485033017540754e-01,-6.882971288722670167e-01,2.249304435773925803e+00,9.764921664555666070e-02,8.585029017606561341e-01,9.678913194524537689e-01
8.607014095476777094e-01,2.471467403221074832e-01,2.101294934214855026e+00,1.875619368245445173e+00,2.505774938974454913e-01,1.000000000000000000e+00,7.171347411225610369e-01
1.412465569010316058e-01,6.700618493149359534e-01,4.483863953034177285e-01,1.924875363291659980e+00,2.206296633763847881e-01,2.401738963593752496e-01,1.000000000000000000e+00
7.146185366547527229e-01,1.670529287822721809e-01,2.231908636019685588e+00,-1.924810177376232279e+00,2.464739964674945161e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.955572731048759838e-01,9.102557662160547514e-01,1.874367169102344910e+00,-1.658077330803849003e+00,2.881006700935835330e-01,9.355637105246747964e-01,4.325625761444854556e-01
5.614007675502229455e-01,5.783359149262726762e-01,-2.802094029197998992e+00,-1.785463728007181894e+00,2.036746584208246613e-01,0.000000000000000000e+00,2.146822000016377352e-01
1.941297728907935838e-01,5.260222486178751655e-01,1.155341528007529206e+00,-2.349035397390493163e+00,2.034595389044078217e-01,4.291950274563194334e-01,4.808858979467300898e-02
5.234347273949199186e-01,8.893564024627198528e-02,-1.003269383519785007e+00,5.428160813280573649e-01,2.957236139588079182e-01,2.267442795262238353e-01,2.494591735315632997e-01
9.819426931267062342e-01,5.713956004557744217e-01,2.842720588231425261e+00,2.857925240080783524e+00,1.442783992605667365e-01,1.000000000000000000e+00,9.837324793010007173e-01
6.408882664310167065e-03,7.726492012253886044e-01,4.892435259415157667e-01,2.164532369168292725e+00,2.130001207637275407e-01,1.106178127727248939e-01,1.000000000000000000e+00
9.782657138401457120e-01,5.898700283209504791e-01,-6.467822672766834202e-01,-1.156811220637678828e+00,2.919755821198815604e-01,7.894210848472191788e-01,2.521093987724534746e-01
3.196816362826649938e-01,1.875077157277849071e-01,-1.638040623797657913e+00,2.211379865836036629e+00,2.189442377979572418e-01,0.000000000000000000e+00,6.716765949350048670e-01
6.725266339168692875e-01,1.951073984568050257e-01,8.874443804606300112e-01,3.136827464571272372e-01,1.245331312808311136e-01,7.830428614532087828e-01,2.341712931018821164e-01
5.776878925178592361e-01,6.022391763796257624e-01,2.162539196728463509e-02,-8.834912152657472539e-01,2.691892317385748412e-01,5.835092151675781436e-01,3.644128548944594037e-01
9.624230931243810128e-01,7.226526552987677654e-02,-1.169337979982911113e+00,-2.375001755119683367e-01,8.429264325191422602e-02,8.638565039367674947e-01,5.224574796317941333e-02
4.999728236586185037e-01,7.440974792826482442e-01,-3.805481292741017540e-01,3.086946964120937942e-01,9.268414056397426826e-02,4.647020473536201957e-01,7.727085819162601288e-01
1.772267404746588060e-01,3.880667317845192255e-01,1.271615601232332970e+00,9.529054920848145649e-01,7.465471288557722074e-02,2.721588380854792488e-01,4.592056177032007303e-01
6.289549845497133251e-02,7.258808637757767634e-01,9.789423501309002518e-02,-8.802326639485209547e-01,1.530495574998362862e-01,7.787816780550974038e-02,5.911616440615534707e-01
8.776788675948676843e-02,3.950917083579675859e-01,2.235452298139498417e+00,-1.946565195579662344e+00,5.209463847202368270e-02,2.042229660525184398e-01,2.936860982320210200e-01
8.735226311207321404e-01,4.723003367500114846e-01,-2.149559555816989764e+00,1.671016089982863662e+00,1.715274931516122536e-01,5.048140691313507400e-01,7.589255376807810816e-01
9.126219336408856186e-01,7.659171177388723883e-01,-1.057856941326431377e+00,-2.433439537151063092e-01,1.820554513256252283e-01,7.200333107497567386e-01,7.216150244179067030e-01
9.153239601117658664e-01,1.274030090489063349e-01,1.583441386781082372e+00,-5.191290879943633030e-02,2.874486495838415312e-01,1.000000000000000000e+00,1.124807135185392354e-01
7.356290533063203352e-02,7.032625356921806681e-02,1.686449422485841509e+00,-1.375618305487311677e+00,2.309428366566588786e-01,4.630363188374964079e-01,0.000000000000000000e+00
8.688542943473193114e-01,6.340699793474432466e-01,2.211158218548292531e-01,-4.349764888265519325e-01,2.050524768564354061e-01,9.141946412907984154e-01,5.448769729392431982e-01
4.965716937988530200e-01,1.635434161964802735e-01,1.679475069763132211e-01,2.563441797426004420e+00,2.401368849011784046e-01,5.369020849510638405e-01,7.791203440558386317e-01
6.737334377272736763e-01,3.180173878457980274e-01,2.844713819298782198e+00,-2.362349838834229221e+00,7.714233909543551093e-02,8.931813158050918577e-01,1.357801955164004981e-01
7.108798632659448780e-01,4.603553288673247756e-01,1.739029040966380002e+00,-2.138597748301848345e+00,9.783602041970605734e-02,8.810195440283934420e-01,2.511234358949277490e-01
5.074698605445271404e-01,7.896657324598703731e-01,1.383919365896483455e+00,1.068129285109984394e+00,2.291107642002291889e-01,8.245406840565669970e-01,1.000000000000000000e+00
9.274547552338074929e-02,5.787585033235025378e-01,-1.615785336984402187e+00,2.236893219639952690e+00,1.065802251773596138e-01,0.000000000000000000e+00,8.171670863704376675e-01
1.972349472958685457e-01,8.081367518135681438e-01,1.484750671633475960e+00,-1.035588713781893766e+00,2.108641490443886046e-01,5.103156342129459011e-01,5.897682189219761728e-01
4.888460361292599199e-01,9.886953333678196731e-01,2.919561200947560664e+00,-1.029697575408173194e+00,9.405081681547113048e-02,7.634331518211359136e-01,8.918514353277707807e-01
1.829433246757187215e-01,9.630191401242672589e-01,2.829210690646334569e+00,-2.059066596639669289e+00,9.053758878147195877e-02,4.390932387616008348e-01,7.765962153240398846e-01
8.009170366086090231e-01,4.812604965752685926e-01,2.703399528375933336e+00,1.030889397744156000e+00,2.704910367479184119e-01,1.000000000000000000e+00,7.601068385435225672e-01
8.135340641796354744e-01,6.028489052411163396e-01,1.485751509129125125e+00,2.258360288599693178e+00,2.103405522422717167e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.551210639913802591e-01,9.136907627073889149e-01,-2.655655232356893158e+00,1.414463100663386541e+00,2.529749265796530922e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.527041641129138760e-02,8.349882039584005655e-01,-2.478498456172143261e+00,-2.174195070812621644e+00,1.809447159204835009e-01,0.000000000000000000e+00,4.415790945144952295e-01
3.818147799662388042e-01,3.255456161007044269e-01,2.956705452387640598e+00,-1.855435502672118320e+00,2.865056561522666412e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.940267712099842834e-01,7.811905020763781904e-01,-8.815445156127048598e-01,1.468668498653609156e+00,2.911758544084919742e-01,7.373422936773347258e-01,1.000000000000000000e+00
4.855351387795877605e-01,4.226283964247812275e-01,-1.355980985624674950e+00,2.212277930186183461e+00,2.076825989246020021e-01,2.039214835927118941e-01,8.820800265093871051e-01
8.775289058717961055e-01,8.681487221489414541e-02,1.455429280965907068e+00,3.999569592494021109e-01,2.092074801845318355e-01,1.000000000000000000e+00,1.704888598417290402e-01
7.084187569138660212e-01,7.891546237051459967e-01,-1.196945229090365714e+00,1.310474341516135510e+00,2.986089794162332667e-01,3.510001636380624124e-01,1.000000000000000000e+00
7.991963797161147909e-01,3.222867247398317758e-01,-1.353129255352594651e+00,-9.960944664327682219e-01,2.830156840525854811e-01,4.162395779009345764e-01,4.037636794136673091e-02
7.966391827460546082e-01,2.253284418756651419e-01,-2.429326279334305561e+00,1.644204805463802543e+00,1.779997698248595439e-01,3.642196641950657954e-01,5.179965187931498960e-01
3.623079504845690968e-01,4.174481122043798287e-01,-1.593392151437475812e+00,2.466340914535118500e+00,1.409013926132752781e-01,1.377967773679659447e-01,7.649589817214770271e-01
5.414099836301645707e-01,1.126136655405571840e-01,-1.208487065694913154e+00,-1.785763650271412040e+00,2.528363514604491935e-01,2.358605231527185486e-01,0.000000000000000000e+00
4.069478006393061342e-01,3.006901069229073187e-04,-1.727066970996384843e+00,2.931362949203371926e+00,2.544135801023320043e-01,0.000000000000000000e+00,7.460792325930831748e-01
7.443807263473990465e-01,8.518759122342569601e-01,9.760744443871862686e-01,6.303044734397098559e-01,1.806205815000103132e-01,9.206798600799120935e-01,9.657218727489951249e-01
1.389316791201975487e-01,7.037857692667978116e-01,2.053359624971045072e+00,2.896791684862046523e+00,2.021536620725436495e-01,5.540258468599992270e-01,1.000000000000000000e+00
8.211030883946387471e-01,9.818283228717937794e-01,-9.604825365651472602e-01,6.350131778059147081e-01,2.565460889461285698e-01,5.746950501377933174e-01,1.000000000000000000e+00
8.437905623687267376e-01,4.241064854440128595e-01,1.908988485360614717e+00,6.500028088090035183e-01,2.873319406745735161e-01,1.000000000000000000e+00,6.108730539430275996e-01
9.796887085096565029e-01,9.739844048523551567e-01,-1.170241315829154249e+00,-1.102424620687378010e+00,2.538870066374085965e-01,6.825796437903701719e-01,6.940931178626561504e-01
5.036769792005789670e-01,7.534465385839052010e-01,-4.983220257871185943e-01,-1.440057683189439608e-01,1.708742544760905591e-01,4.185265745551899341e-01,7.288396602821490822e-01
9.138376676731628789e-01,4.761470719687530551e-01,-1.929992528669437712e+00,-2.962546451011721871e+00,2.995288082844154709e-01,3.357493055629806600e-01,0.000000000000000000e+00
8.637862410970849059e-01,7.015685660618727892e-01,1.762132916133293037e+00,-1.159345421653960928e+00,2.477016037776049173e-01,1.000000000000000000e+00,4.143968457859630306e-01
2.939242559745576244e-01,7.676522699834735786e-01,-7.442830956207560078e-01,-4.853154027721986452e-01,1.446908356140639840e-01,1.862333129357681694e-01,6.974315788199880739e-01
5.706847858594991107e-01,9.384515343330623871e-02,-2.164066525577792000e+00,-1.082604652817569235e+00,1.390797958020376646e-01,2.697068553801146851e-01,0.000000000000000000e+00
3.913804263046641863e-01,7.374101339780592124e-02,1.740434552203363516e+00,-2.802625519436694912e+00,1.096068124066359589e-01,5.821439097740457314e-01,0.000000000000000000e+00
4.761669632169955868e-01,4.285396081429238002e-01,1.512786631837768070e+00,-1.139050667722019794e+00,2.444391397744992700e-01,8.459512261657817778e-01,1.501110427653842838e-01
4.237374429704473533e-01,5.863003535907843622e-01,-2.717495281255472683e+00,-8.050216132067689045e-03,2.338420910424390819e-01,0.000000000000000000e+00,5.844178742171181051e-01
1.226906601760734405e-01,9.337689099568426965e-01,2.016309529188952787e+00,2.636224424038042358e+00,1.430488572087012522e-01,4.111214341055676180e-01,1.000000000000000000e+00
6.840504480750330130e-01,8.237813583927716676e-01,-1.573681035731804068e+00,-1.174243887602453462e+00,2.351547360387993280e-01,3.139918995082562891e-01,5.476523469584431147e-01
8.968012322637598510e-01,5.833200469234759433e-01,2.550888207128918950e+00,-2.303345073644681662e+00,1.107896584331793527e-01,1.000000000000000000e+00,3.281332329606353460e-01
4.021822090460069887e-02,7.114868241177579877e-01,-2.189747099634884897e+00,-5.097787002048002059e-01,7.667784580856483456e-02,0.000000000000000000e+00,6.723980915469637276e-01
5.690258542633581662e-01,8.259572221703992412e-01,-2.828592769715116084e+00,2.575187289817919556e+00,5.785314642356621795e-02,4.053828625843888256e-01,9.749399095163420181e-01
5.321604734743441423e-01,8.132440953641923986e-01,2.748970295366230054e+00,-4.669377768491642655e-01,2.610315951828679482e-01,1.000000000000000000e+00,6.913585826221130270e-01
9.970102930724917822e-01,3.505548113678881306e-01,1.743949089618641146e+00,-1.152689756904831553e+00,7.377146968417687412e-02,1.000000000000000000e+00,2.655191939111221089e-01
1.710214400206740981e-01,3.916747994539028221e-01,-2.740035073050948178e-01,2.103752039100111659e+00,1.018907188122816637e-01,1.431030257042717191e-01,6.060276069206165239e-01
7.530499898656763946e-01,4.392289318583064706e-01,-2.050043899316841056e+00,-1.290205632410643011e+00,2.183382558228613157e-01,3.054469805285398021e-01,1.575276844249349217e-01
5.883801094292148148e-01,1.273584719216710459e-01,-2.136855252222431112e+00,2.155976562086132198e+00,1.056933311587785057e-01,3.625287596176942628e-01,3.552308166688054047e-01
7.261235109339803095e-01,2.800824018664994641e-01,1.857826845566521001e+00,-2.310928373613537090e+00,1.744151389343351899e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.906175604040182270e-01,8.629499985831945441e-01,6.492234124849076693e-01,-1.011407404699200541e-01,2.619613549457137647e-01,3.606890052010446324e-01,8.364550331694815544e-01
5.644128211205940993e-01,4.844989423462503497e-01,4.818655633406878636e-01,2.361951388629902837e+00,2.607060262309186527e-01,6.900380773166678861e-01,1.000000000000000000e+00
8.988237652484845075e-01,8.601243606100261729e-02,1.636904600777700836e+00,2.325928601238500981e+00,2.453965233484995401e-01,1.000000000000000000e+00,6.567872283617692819e-01
6.961544503408927387e-01,3.279822897646025304e-01,-2.894699498018078909e+00,1.053476543870429438e+00,1.790102804009112147e-01,1.779734815242994816e-01,5.165654212786309207e-01
1.754097499850810760e-01,6.747986499672788963e-01,-2.965004076394515131e+00,3.177619296914455660e-01,8.181341529153331182e-02,0.000000000000000000e+00,7.007958386849640897e-01
