s1x,s1y,ax,ay,dt,s2x,s2y
4.146558493556707914e-01,7.344835717887293614e-01,-2.785364384169778162e+00,-2.882858198160832330e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.579119321565628509e-01
7.111428779897498442e-01,9.320596866133782354e-01,2.327761656073867869e-02,1.601445108200806544e+00,2.000000000000000111e-01,7.157984013018975356e-01,1.000000000000000000e+00
1.149326332809051943e-01,7.290151170763093935e-01,-1.484190751915586137e+00,1.146780056248914548e+00,2.000000000000000111e-01,0.000000000000000000e+00,9.583711283260922809e-01
9.274239286245599123e-01,9.679261899246464074e-01,2.969251713946015059e-01,1.228363766872028862e+00,2.000000000000000111e-01,9.868089629034801913e-01,1.000000000000000000e+00
1.470630496536928788e-02,8.636400902455757533e-01,1.556322553665975050e+00,-2.111526668415084629e+00,2.000000000000000111e-01,3.259708156985643424e-01,4.413347565625588276e-01
9.811950400663442817e-01,9.572101796109635519e-01,-2.910340147042953518e-01,7.898774279454325864e-01,2.000000000000000111e-01,9.229882371254851670e-01,1.000000000000000000e+00
1.487640122324979108e-01,9.726288138229549629e-01,5.378729831659958549e-01,2.825018669542394889e+00,2.000000000000000111e-01,2.563386088656970929e-01,1.000000000000000000e+00
8.899355557205206324e-01,8.223738275430704237e-01,2.376993561590204251e+00,2.877005675104050475e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.799879238078321730e-01,2.323729196393038432e-01,2.024463280239211294e+00,2.281672473124526590e+00,2.000000000000000111e-01,8.848805798556744762e-01,6.887074142642091168e-01
8.018805787183078682e-01,9.235301597834695286e-01,-3.212705167706229048e-01,-2.416719366788032453e+00,2.000000000000000111e-01,7.376264753641832428e-01,4.401862864258629937e-01
2.661302722922925801e-01,5.389344076221869173e-01,-3.916676349582028926e-01,-3.959562880063809409e-01,2.000000000000000111e-01,1.877967453006519905e-01,4.597431500209107069e-01
4.427528289745314982e-01,9.310173159811550025e-01,-1.208569414734246061e+00,-2.931163546386729379e+00,2.000000000000000111e-01,2.010389460276822693e-01,3.447846067038090601e-01
4.051071118843463381e-02,7.320061956565607764e-01,-2.686535526558700759e+00,4.090902680217514131e-01,2.000000000000000111e-01,0.000000000000000000e+00,8.138242492609111256e-01
6.143732469489966430e-01,2.836536511352105716e-02,8.271425121592752561e-01,-5.585975203182971249e-01,2.000000000000000111e-01,7.798017493808516720e-01,0.000000000000000000e+00
7.192197728267403223e-01,1.599172952357197364e-02,1.744164147014906519e+00,5.242500868970254579e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.208417469029770680e-01
7.579510023564280941e-01,5.127587232620780533e-01,-1.394518270106396729e+00,-6.707125448142203794e-01,2.000000000000000111e-01,4.790473483351487261e-01,3.786162142992339774e-01
9.291042207970061639e-01,6.608249672407473518e-02,9.771360834218585367e-01,-1.042227407986256349e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.413172796123832287e-01,6.669000876710140524e-02,-2.043550182938617343e+00,9.643251171699862567e-01,2.000000000000000111e-01,4.326072430246597489e-01,2.595550322010986566e-01
3.443099788041251719e-01,4.302987319478333017e-01,2.742905005104475435e+00,1.338555394116244912e+00,2.000000000000000111e-01,8.928909798250203034e-01,6.980098107710823729e-01
9.660620807840701874e-01,5.622318422284570127e-01,-2.984323844066513409e+00,7.530663612408021734e-01,2.000000000000000111e-01,3.691973119707674389e-01,7.128451144766174696e-01
2.588645931709322445e-01,2.416757140943449622e-01,1.175247837927033245e+00,-1.066085171518100116e+00,2.000000000000000111e-01,4.939141607563388714e-01,2.845867979072491671e-02
8.881183206591798385e-01,2.258694284173243805e-01,6.971699129106978532e-01,-1.777293798508089440e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.245547058352834968e-01,2.883307570075775983e-01,-1.271611019753885241e+00,-1.370728056661163929e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.418514567534479021e-02
5.861230648127327969e-01,5.540905021732678293e-01,3.680648388431162488e-02,-2.787740013143724660e+00,2.000000000000000111e-01,5.934843615895951663e-01,0.000000000000000000e+00
8.097107759127777360e-01,5.604759520061858291e-01,-1.143092991091276600e+00,9.662086416575412784e-01,2.000000000000000111e-01,5.810921776945223716e-01,7.537176803376941514e-01
2.884212144312104931e-01,4.128963426808927029e-01,7.601561760262365297e-01,-6.034957422703612906e-01,2.000000000000000111e-01,4.404524496364577990e-01,2.921971942268204447e-01
8.181209709709104105e-01,6.265064624197534959e-01,1.639925021806570626e+00,2.502730527609195121e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.590776426974422231e-01,3.694044110916808732e-01,-3.632113487904389260e-01,-6.642552966368757694e-01,2.000000000000000111e-01,8.864353729393544823e-01,2.365533517643057249e-01
5.526115105212872081e-01,5.939242016131682789e-01,-2.453747517604581319e+00,-2.863479209028649386e+00,2.000000000000000111e-01,6.186200700037092215e-02,2.122835980743842388e-02
8.482912082750599936e-01,1.454735381865317478e-01,-1.299511100836414856e+00,1.903716030758256572e+00,2.000000000000000111e-01,5.883889881077770667e-01,5.262167443381831067e-01
4.065103367481266439e-01,9.099589616622969501e-01,1.732161754558950051e+00,3.222351652027595215e-01,2.000000000000000111e-01,7.529426876599166762e-01,9.744059947028488322e-01
4.306688856820417577e-02,8.227062801815019366e-01,2.521948247550501065e+00,-1.357517996645029257e+00,2.000000000000000111e-01,5.474565380783044111e-01,5.512026808524961297e-01
4.153840373712246459e-01,8.298039852781027292e-01,-9.318915606838227284e-01,2.551297100859979849e+00,2.000000000000000111e-01,2.290057252344600836e-01,1.000000000000000000e+00
9.954560807291956692e-03,3.650461577582706507e-01,1.404339060578809750e+00,2.006932340543850835e+00,2.000000000000000111e-01,2.908223729230539067e-01,7.664326258670408620e-01
7.863003716563987666e-02,6.526145763366384411e-01,-2.877160209422243931e+00,2.915534592608270970e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.738490985995571947e-01,7.026520706597862986e-01,-2.730683723773128513e+00,-2.264882427250747288e+00,2.000000000000000111e-01,0.000000000000000000e+00,2.496755852096368411e-01
9.438014269420907931e-01,1.268171022612477605e-01,2.407038559708096770e+00,-3.561572249237991983e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.558565727648791255e-02
8.647782954007741107e-01,5.946415160033846625e-02,-1.412848390441963087e+00,-1.858388439268292558e-01,2.000000000000000111e-01,5.822086173123814934e-01,2.229638281497261371e-02
3.807705083108894328e-01,4.297740611785766385e-01,2.844405888704999441e+00,-1.872463926155462088e+00,2.000000000000000111e-01,9.496516860518893210e-01,5.528127594748422080e-02
4.888495468334642657e-01,9.764623219360445416e-01,-3.708028655809143537e-01,2.375461169115100191e+00,2.000000000000000111e-01,4.146889737172814172e-01,1.000000000000000000e+00
7.756911881018283550e-01,3.088573627192610083e-01,-6.500088764640832295e-01,-1.654671592192820340e+00,2.000000000000000111e-01,6.456894128090117091e-01,0.000000000000000000e+00
2.698367855008001470e-01,8.631202041893177856e-01,1.054144277756838832e+00,-1.530673806897155931e+00,2.000000000000000111e-01,4.806656410521679135e-01,5.569854428098865995e-01
8.813071727376898812e-01,5.107065055436452727e-01,2.208788253144713387e-01,2.472525549308199899e-01,2.000000000000000111e-01,9.254829378005841045e-01,5.601570165298093151e-01
3.442957309623252415e-01,9.949173481609178138e-01,4.312101906640704030e-01,6.794217844234196058e-01,2.000000000000000111e-01,4.305377690951392999e-01,1.000000000000000000e+00
3.159435453677001959e-01,1.827123789265624465e-01,-1.770992858027740535e+00,-2.334130191528608567e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800981213040697249e-01,8.123353981112539923e-01,5.145229172055771905e-01,-1.207413722993957439e+00,2.000000000000000111e-01,9.830027047451851407e-01,5.708526535124625045e-01
6.678894055713512357e-01,9.584136317779519132e-01,6.714864004172396150e-01,2.090576521795215470e+00,2.000000000000000111e-01,8.021866856547992253e-01,1.000000000000000000e+00
9.257145772144187434e-01,7.482485033017540754e-01,-6.882971288722670167e-01,2.249304435773925803e+00,2.000000000000000111e-01,7.880551514399652957e-01,1.000000000000000000e+00
8.607014095476777094e-01,2.471467403221074832e-01,2.101294934214855026e+00,1.875619368245445173e+00,2.000000000000000111e-01,1.000000000000000000e+00,6.222706139711965401e-01
1.412465569010316058e-01,6.700618493149359534e-01,4.483863953034177285e-01,1.924875363291659980e+00,2.000000000000000111e-01,2.309238359617151737e-01,1.000000000000000000e+00
7.146185366547527229e-01,1.670529287822721809e-01,2.231908636019685588e+00,-1.924810177376232279e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.955572731048759838e-01,9.102557662160547514e-01,1.874367169102344910e+00,-1.658077330803849003e+00,2.000000000000000111e-01,7.704307069253449880e-01,5.786403000552848841e-01
5.614007675502229455e-01,5.783359149262726762e-01,-2.802094029197998992e+00,-1.785463728007181894e+00,2.000000000000000111e-01,9.819617106231470771e-04,2.212431693248362863e-01
1.941297728907935838e-01,5.260222486178751655e-01,1.155341528007529206e+00,-2.349035397390493163e+00,2.000000000000000111e-01,4.251980784922994028e-01,5.621516913977653296e-02
5.234347273949199186e-01,8.893564024627198528e-02,-1.003269383519785007e+00,5.428160813280573649e-01,2.000000000000000111e-01,3.227808506909629060e-01,1.974988565118834805e-01
9.819426931267062342e-01,5.713956004557744217e-01,2.842720588231425261e+00,2.857925240080783524e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.408882664310167065e-03,7.726492012253886044e-01,4.892435259415157667e-01,2.164532369168292725e+00,2.000000000000000111e-01,1.042575878526133260e-01,1.000000000000000000e+00
9.782657138401457120e-01,5.898700283209504791e-01,-6.467822672766834202e-01,-1.156811220637678828e+00,2.000000000000000111e-01,8.489092603848089613e-01,3.585077841934146692e-01
3.196816362826649938e-01,1.875077157277849071e-01,-1.638040623797657913e+00,2.211379865836036629e+00,2.000000000000000111e-01,0.000000000000000000e+00,6.297836888949922551e-01
6.725266339168692875e-01,1.951073984568050257e-01,8.874443804606300112e-01,3.136827464571272372e-01,2.000000000000000111e-01,8.500155100089953342e-01,2.578439477482304953e-01
5.776878925178592361e-01,6.022391763796257624e-01,2.162539196728463509e-02,-8.834912152657472539e-01,2.000000000000000111e-01,5.820129709113162075e-01,4.255409333264763005e-01
9.624230931243810128e-01,7.226526552987677654e-02,-1.169337979982911113e+00,-2.375001755119683367e-01,2.000000000000000111e-01,7.285554971277987679e-01,2.476523042748310366e-02
4.999728236586185037e-01,7.440974792826482442e-01,-3.805481292741017540e-01,3.086946964120937942e-01,2.000000000000000111e-01,4.238631978037981640e-01,8.058364185650670475e-01
1.772267404746588060e-01,3.880667317845192255e-01,1.271615601232332970e+00,9.529054920848145649e-01,2.000000000000000111e-01,4.315498607211253890e-01,5.786478302014821384e-01
6.289549845497133251e-02,7.258808637757767634e-01,9.789423501309002518e-02,-8.802326639485209547e-01,2.000000000000000111e-01,8.247434545758933200e-02,5.498343309860725947e-01
8.776788675948676843e-02,3.950917083579675859e-01,2.235452298139498417e+00,-1.946565195579662344e+00,2.000000000000000111e-01,5.348583463873864963e-01,5.778669242035072706e-03
8.735226311207321404e-01,4.723003367500114846e-01,-2.149559555816989764e+00,1.671016089982863662e+00,2.000000000000000111e-01,4.436107199573341431e-01,8.065035547465841947e-01
9.126219336408856186e-01,7.659171177388723883e-01,-1.057856941326431377e+00,-2.433439537151063092e-01,2.000000000000000111e-01,7.010505453755992988e-01,7.172483269958511709e-01
9.153239601117658664e-01,1.274030090489063349e-01,1.583441386781082372e+00,-5.191290879943633030e-02,2.000000000000000111e-01,1.000000000000000000e+00,1.170204272890190689e-01
7.356290533063203352e-02,7.032625356921806681e-02,1.686449422485841509e+00,-1.375618305487311677e+00,2.000000000000000111e-01,4.108527898278003798e-01,0.000000000000000000e+00
8.688542943473193114e-01,6.340699793474432466e-01,2.211158218548292531e-01,-4.349764888265519325e-01,2.000000000000000111e-01,9.130774587182851620e-01,5.470746815821327935e-01
4.965716937988530200e-01,1.635434161964802735e-01,1.679475069763132211e-01,2.563441797426004420e+00,2.000000000000000111e-01,5.301611951941156420e-01,6.762317756816811354e-01
6.737334377272736763e-01,3.180173878457980274e-01,2.844713819298782198e+00,-2.362349838834229221e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
7.108798632659448780e-01,4.603553288673247756e-01,1.739029040966380002e+00,-2.138597748301848345e+00,2.000000000000000111e-01,1.000000000000000000e+00,3.263577920695509560e-02
5.074698605445271404e-01,7.896657324598703731e-01,1.383919365896483455e+00,1.068129285109984394e+00,2.000000000000000111e-01,7.842537337238237871e-01,1.000000000000000000e+00
9.274547552338074929e-02,5.787585033235025378e-01,-1.615785336984402187e+00,2.236893219639952690e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.972349472958685457e-01,8.081367518135681438e-01,1.484750671633475960e+00,-1.035588713781893766e+00,2.000000000000000111e-01,4.941850816225637488e-01,6.010190090571894128e-01
4.888460361292599199e-01,9.886953333678196731e-01,2.919561200947560664e+00,-1.029697575408173194e+00,2.000000000000000111e-01,1.000000000000000000e+00,7.827558182861850122e-01
1.829433246757187215e-01,9.630191401242672589e-01,2.829210690646334569e+00,-2.059066596639669289e+00,2.000000000000000111e-01,7.487854628049857020e-01,5.512058207963334011e-01
8.009170366086090231e-01,4.812604965752685926e-01,2.703399528375933336e+00,1.030889397744156000e+00,2.000000000000000111e-01,1.000000000000000000e+00,6.874383761240998592e-01
8.135340641796354744e-01,6.028489052411163396e-01,1.485751509129125125e+00,2.258360288599693178e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.551210639913802591e-01,9.136907627073889149e-01,-2.655655232356893158e+00,1.414463100663386541e+00,2.000000000000000111e-01,1.239900175200016053e-01,1.000000000000000000e+00
6.527041641129138760e-02,8.349882039584005655e-01,-2.478498456172143261e+00,-2.174195070812621644e+00,2.000000000000000111e-01,0.000000000000000000e+00,4.001491897958762145e-01
3.818147799662388042e-01,3.255456161007044269e-01,2.956705452387640598e+00,-1.855435502672118320e+00,2.000000000000000111e-01,9.731558704437669460e-01,0.000000000000000000e+00
9.940267712099842834e-01,7.811905020763781904e-01,-8.815445156127048598e-01,1.468668498653609156e+00,2.000000000000000111e-01,8.177178680874432892e-01,1.000000000000000000e+00
4.855351387795877605e-01,4.226283964247812275e-01,-1.355980985624674950e+00,2.212277930186183461e+00,2.000000000000000111e-01,2.143389416546527815e-01,8.650839824620180085e-01
8.775289058717961055e-01,8.681487221489414541e-02,1.455429280965907068e+00,3.999569592494021109e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.668062640647745565e-01
7.084187569138660212e-01,7.891546237051459967e-01,-1.196945229090365714e+00,1.310474341516135510e+00,2.000000000000000111e-01,4.690297110957928339e-01,1.000000000000000000e+00
7.991963797161147909e-01,3.222867247398317758e-01,-1.353129255352594651e+00,-9.960944664327682219e-01,2.000000000000000111e-01,5.285705286455958385e-01,1.230678314532781259e-01
7.966391827460546082e-01,2.253284418756651419e-01,-2.429326279334305561e+00,1.644204805463802543e+00,2.000000000000000111e-01,3.107739268791934739e-01,5.541694029684256506e-01
3.623079504845690968e-01,4.174481122043798287e-01,-1.593392151437475812e+00,2.466340914535118500e+00,2.000000000000000111e-01,4.362952019707388995e-02,9.107162951114036176e-01
5.414099836301645707e-01,1.126136655405571840e-01,-1.208487065694913154e+00,-1.785763650271412040e+00,2.000000000000000111e-01,2.997125704911819399e-01,0.000000000000000000e+00
4.069478006393061342e-01,3.006901069229073187e-04,-1.727066970996384843e+00,2.931362949203371926e+00,2.000000000000000111e-01,6.153440644002916571e-02,5.865732799475973369e-01
7.443807263473990465e-01,8.518759122342569601e-01,9.760744443871862686e-01,6.303044734397098559e-01,2.000000000000000111e-01,9.395956152248363669e-01,9.779368069221989757e-01
1.389316791201975487e-01,7.037857692667978116e-01,2.053359624971045072e+00,2.896791684862046523e+00,2.000000000000000111e-01,5.496036041144065631e-01,1.000000000000000000e+00
8.211030883946387471e-01,9.818283228717937794e-01,-9.604825365651472602e-01,6.350131778059147081e-01,2.000000000000000111e-01,6.290065810816092284e-01,1.000000000000000000e+00
8.437905623687267376e-01,4.241064854440128595e-01,1.908988485360614717e+00,6.500028088090035183e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.541070472058136076e-01
9.796887085096565029e-01,9.739844048523551567e-01,-1.170241315829154249e+00,-1.102424620687378010e+00,2.000000000000000111e-01,7.456404453438256752e-01,7.534994807148795992e-01
5.036769792005789670e-01,7.534465385839052010e-01,-4.983220257871185943e-01,-1.440057683189439608e-01,2.000000000000000111e-01,4.040125740431552703e-01,7.246453849201164310e-01
9.138376676731628789e-01,4.761470719687530551e-01,-1.929992528669437712e+00,-2.962546451011721871e+00,2.000000000000000111e-01,5.278391619392752698e-01,0.000000000000000000e+00
8.637862410970849059e-01,7.015685660618727892e-01,1.762132916133293037e+00,-1.159345421653960928e+00,2.000000000000000111e-01,1.000000000000000000e+00,4.696994817310805592e-01
2.939242559745576244e-01,7.676522699834735786e-01,-7.442830956207560078e-01,-4.853154027721986452e-01,2.000000000000000111e-01,1.450676368504064118e-01,6.705891894290338939e-01
5.706847858594991107e-01,9.384515343330623871e-02,-2.164066525577792000e+00,-1.082604652817569235e+00,2.000000000000000111e-01,1.378714807439406775e-01,0.000000000000000000e+00
3.913804263046641863e-01,7.374101339780592124e-02,1.740434552203363516e+00,-2.802625519436694912e+00,2.000000000000000111e-01,7.394673367453369339e-01,0.000000000000000000e+00
4.761669632169955868e-01,4.285396081429238002e-01,1.512786631837768070e+00,-1.139050667722019794e+00,2.000000000000000111e-01,7.787242895845492008e-01,2.007294745985198359e-01
4.237374429704473533e-01,5.863003535907843622e-01,-2.717495281255472683e+00,-8.050216132067689045e-03,2.000000000000000111e-01,0.000000000000000000e+00,5.846903103643708022e-01
1.226906601760734405e-01,9.337689099568426965e-01,2.016309529188952787e+00,2.636224424038042358e+00,2.000000000000000111e-01,5.259525660138639758e-01,1.000000000000000000e+00
6.840504480750330130e-01,8.237813583927716676e-01,-1.573681035731804068e+00,-1.174243887602453462e+00,2.000000000000000111e-01,3.693142409286721550e-01,5.889325808722809530e-01
8.968012322637598510e-01,5.833200469234759433e-01,2.550888207128918950e+00,-2.303345073644681662e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.226510321945395998e-01
4.021822090460069887e-02,7.114868241177579877e-01,-2.189747099634884897e+00,-5.097787002048002059e-01,2.000000000000000111e-01,0.000000000000000000e+00,6.095310840767979021e-01
5.690258542633581662e-01,8.259572221703992412e-01,-2.828592769715116084e+00,2.575187289817919556e+00,2.000000000000000111e-01,3.307300320334882748e-03,1.000000000000000000e+00
5.321604734743441423e-01,8.132440953641923986e-01,2.748970295366230054e+00,-4.669377768491642655e-01,2.000000000000000111e-01,1.000000000000000000e+00,7.198565399943595011e-01
9.970102930724917822e-01,3.505548113678881306e-01,1.743949089618641146e+00,-1.152689756904831553e+00,2.000000000000000111e-01,1.000000000000000000e+00,1.200168599869217978e-01
1.710214400206740981e-01,3.916747994539028221e-01,-2.740035073050948178e-01,2.103752039100111659e+00,2.000000000000000111e-01,1.162207385596551318e-01,8.124252072739251984e-01
7.530499898656763946e-01,4.392289318583064706e-01,-2.050043899316841056e+00,-1.290205632410643011e+00,2.000000000000000111e-01,3.430412100023081390e-01,1.811878053761778462e-01
5.883801094292148148e-01,1.273584719216710459e-01,-2.136855252222431112e+00,2.155976562086132198e+00,2.000000000000000111e-01,1.610090589847285591e-01,5.585537843388974633e-01
7.261235109339803095e-01,2.800824018664994641e-01,1.857826845566521001e+00,-2.310928373613537090e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.906175604040182270e-01,8.629499985831945441e-01,6.492234124849076693e-01,-1.011407404699200541e-01,2.000000000000000111e-01,3.204622429009997830e-01,8.427218504892105555e-01
5.644128211205940993e-01,4.844989423462503497e-01,4.818655633406878636e-01,2.361951388629902837e+00,2.000000000000000111e-01,6.607859337887316276e-01,9.568892200722309838e-01
8.988237652484845075e-01,8.601243606100261729e-02,1.636904600777700836e+00,2.325928601238500981e+00,2.000000000000000111e-01,1.000000000000000000e+00,5.511981563087028357e-01
6.961544503408927387e-01,3.279822897646025304e-01,-2.894699498018078909e+00,1.053476543870429438e+00,2.000000000000000111e-01,1.172145507372769346e-01,5.386775985386884624e-01
1.754097499850810760e-01,6.747986499672788963e-01,-2.965004076394515131e+00,3.177619296914455660e-01,2.000000000000000111e-01,0.000000000000000000e+00,7.383510359055680539e-01
